﻿#,"REDCap MLM"
#,"v13.10.5"
#,"2023-10-25 12:22:27"
#,"How to use this file: Any information above the column title row is purely informational and will be ignored during import. The column title row must remain intact, i.e. the row 'section,type,name,index,kind,text' (the delimiter can be either comma, as shown, or semicolon or tab) and be the first non-empty line that is not staring with # (denoting comments). The essential lines are those with 'translation' or 'value' in the 'kind' column. In these lines, the translation (or value) in the 'text' column can be edited. All other lines (except the 'hash' kind. see below) are ignored when the file is imported. Do not change the contents of the 'section', 'type', 'name', 'index', and 'kind' columns at all. Furthermore, subsets of this file can be created and used at will, as long as the rules layed out above are observed. The 'hash'-kind rows are not essential, but assist in tracking if a default value has changed since the file was created, and thus a translation may be out of date. During an import operation, a best-effort approach is taken. Any items that cannot be matched during import will be silently ignored. Thus, a cross-project import of field translations would only work for fields of the same name."
#,
section,type,name,index,kind,text
uiTranslations,,survey_141,,hash,"5a8ccc"
uiTranslations,,survey_1360,,translation,""
uiTranslations,,survey_1360,,hash,"b587e4"
uiTranslations,,survey_584,,translation,""
uiTranslations,,survey_584,,hash,"3e928d"
uiTranslations,,survey_143,,translation,""
uiTranslations,,survey_143,,hash,"36c335"
uiTranslations,,survey_495,,translation,""
uiTranslations,,survey_495,,hash,"b2b711"
uiTranslations,,survey_135,,translation,""
uiTranslations,,survey_135,,hash,"f85d32"
uiTranslations,,survey_764,,translation,""
uiTranslations,,survey_764,,hash,"50ecf9"
uiTranslations,,survey_765,,translation,""
uiTranslations,,survey_765,,hash,"215927"
uiTranslations,,survey_515,,translation,""
uiTranslations,,survey_515,,hash,"122a38"
uiTranslations,,survey_766,,translation,""
uiTranslations,,survey_766,,hash,"0f23e1"
uiTranslations,,survey_181,,translation,""
uiTranslations,,survey_181,,hash,"8f3edd"
uiTranslations,,survey_732,,translation,""
uiTranslations,,survey_732,,hash,"b02d11"
uiTranslations,,survey_167,,translation,""
uiTranslations,,survey_167,,hash,"2d5451"
uiTranslations,,survey_169,,translation,""
uiTranslations,,survey_169,,hash,"75ce36"
uiTranslations,,survey_209,,translation,""
uiTranslations,,survey_209,,hash,"09290a"
uiTranslations,,survey_1348,,translation,""
uiTranslations,,survey_1348,,hash,"0ca9a8"
uiTranslations,,survey_1349,,translation,""
uiTranslations,,survey_1349,,hash,"62f7d9"
uiTranslations,,survey_171,,translation,""
uiTranslations,,survey_171,,hash,"4c9a82"
uiTranslations,,survey_173,,translation,""
uiTranslations,,survey_173,,hash,"ef0ebb"
uiTranslations,,survey_176,,translation,""
uiTranslations,,survey_176,,hash,"789880"
uiTranslations,,survey_210,,translation,""
uiTranslations,,survey_210,,hash,"55fb5b"
uiTranslations,,survey_211,,translation,""
uiTranslations,,survey_211,,hash,"4e2f7a"
uiTranslations,,survey_178,,translation,""
uiTranslations,,survey_178,,hash,"d891e4"
uiTranslations,,survey_179,,translation,""
uiTranslations,,survey_179,,hash,"a69fa6"
uiTranslations,,survey_201,,translation,""
uiTranslations,,survey_201,,hash,"d8d497"
uiTranslations,,survey_193,,translation,""
uiTranslations,,survey_193,,hash,"0ef05f"
uiTranslations,,survey_194,,translation,""
uiTranslations,,survey_194,,hash,"3998bb"
uiTranslations,,survey_195,,translation,""
uiTranslations,,survey_195,,hash,"a02a31"
uiTranslations,,survey_196,,translation,""
uiTranslations,,survey_196,,hash,"541db8"
uiTranslations,,locking_25,,translation,""
uiTranslations,,locking_25,,hash,"83a6fd"
uiTranslations,,survey_197,,translation,""
uiTranslations,,survey_197,,hash,"e6458e"
uiTranslations,,survey_198,,translation,""
uiTranslations,,survey_198,,hash,"510929"
uiTranslations,,survey_199,,translation,""
uiTranslations,,survey_199,,hash,"ec348d"
uiTranslations,,survey_168,,translation,""
uiTranslations,,survey_168,,hash,"002877"
uiTranslations,,survey_505,,translation,""
uiTranslations,,survey_505,,hash,"f160e5"
uiTranslations,,survey_509,,translation,""
uiTranslations,,survey_509,,hash,"6c8dc3"
uiTranslations,,dataqueries_23,,translation,""
uiTranslations,,dataqueries_23,,hash,"bae7d5"
uiTranslations,,survey_49,,translation,""
uiTranslations,,survey_49,,hash,"3ac013"
uiTranslations,,survey_507,,translation,""
uiTranslations,,survey_507,,hash,"1798b3"
uiTranslations,,survey_511,,translation,""
uiTranslations,,survey_511,,hash,"25e39d"
uiTranslations,,survey_504,,translation,""
uiTranslations,,survey_504,,hash,"11eda4"
uiTranslations,,data_entry_174,,translation,""
uiTranslations,,data_entry_174,,hash,"ef35ba"
uiTranslations,,survey_1090,,translation,""
uiTranslations,,survey_1090,,hash,"d505da"
uiTranslations,,survey_506,,translation,""
uiTranslations,,survey_506,,hash,"1658ff"
uiTranslations,,survey_508,,translation,""
uiTranslations,,survey_508,,hash,"02af19"
uiTranslations,,survey_1352,,translation,""
uiTranslations,,survey_1352,,hash,"6ee2c9"
uiTranslations,,survey_536,,translation,""
uiTranslations,,survey_536,,hash,"9c5466"
uiTranslations,,survey_535,,translation,""
uiTranslations,,survey_535,,hash,"5a816a"
uiTranslations,,survey_512,,translation,""
uiTranslations,,survey_512,,hash,"fb0e6a"
uiTranslations,,survey_510,,translation,""
uiTranslations,,survey_510,,hash,"1f0c91"
uiTranslations,,survey_516,,translation,""
uiTranslations,,survey_516,,hash,"b1d7ab"
uiTranslations,,survey_513,,translation,""
uiTranslations,,survey_513,,hash,"715389"
uiTranslations,,global_46,,translation,""
uiTranslations,,global_46,,hash,"f579c5"
uiTranslations,,survey_514,,translation,""
uiTranslations,,survey_514,,hash,"6581a6"
uiTranslations,,survey_524,,translation,""
uiTranslations,,survey_524,,hash,"36a01c"
uiTranslations,,survey_1351,,translation,""
uiTranslations,,survey_1351,,hash,"61cda3"
uiTranslations,,survey_522,,translation,""
uiTranslations,,survey_522,,hash,"23b838"
uiTranslations,,survey_180,,translation,""
uiTranslations,,survey_180,,hash,"9bc257"
uiTranslations,,survey_523,,translation,""
uiTranslations,,survey_523,,hash,"d073c0"
uiTranslations,,survey_520,,translation,""
uiTranslations,,survey_520,,hash,"1b3f52"
uiTranslations,,data_entry_522,,translation,""
uiTranslations,,data_entry_522,,hash,"0a58db"
uiTranslations,,data_entry_523,,translation,""
uiTranslations,,data_entry_523,,hash,"84608b"
uiTranslations,,data_entry_524,,translation,""
uiTranslations,,data_entry_524,,hash,"bb3eb2"
uiTranslations,,data_entry_525,,translation,""
uiTranslations,,data_entry_525,,hash,"74797d"
uiTranslations,,data_entry_427,,translation,""
uiTranslations,,data_entry_427,,hash,"d243ef"
uiTranslations,,form_renderer_18,,translation,""
uiTranslations,,form_renderer_18,,hash,"891ebc"
uiTranslations,,data_entry_493,,translation,""
uiTranslations,,data_entry_493,,hash,"9b548f"
uiTranslations,,data_entry_494,,translation,""
uiTranslations,,data_entry_494,,hash,"7b10aa"
uiTranslations,,data_entry_182,,translation,""
uiTranslations,,data_entry_182,,hash,"7e7a53"
uiTranslations,,form_renderer_42,,translation,""
uiTranslations,,form_renderer_42,,hash,"d23527"
uiTranslations,,form_renderer_55,,translation,""
uiTranslations,,form_renderer_55,,hash,"b4b65a"
uiTranslations,,form_renderer_56,,translation,""
uiTranslations,,form_renderer_56,,hash,"5bd7c9"
uiTranslations,,form_renderer_40,,translation,""
uiTranslations,,form_renderer_40,,hash,"f64893"
uiTranslations,,bottom_110,,translation,""
uiTranslations,,bottom_110,,hash,"c8a860"
uiTranslations,,bottom_111,,translation,""
uiTranslations,,bottom_111,,hash,"69fd91"
uiTranslations,,form_renderer_62,,translation,""
uiTranslations,,form_renderer_62,,hash,"948d5f"
uiTranslations,,data_entry_249,,translation,""
uiTranslations,,data_entry_249,,hash,"99a270"
uiTranslations,,data_entry_250,,translation,""
uiTranslations,,data_entry_250,,hash,"5f39e7"
uiTranslations,,data_entry_520,,translation,""
uiTranslations,,data_entry_520,,hash,"a144d2"
uiTranslations,,data_entry_217,,translation,""
uiTranslations,,data_entry_217,,hash,"ca76d1"
uiTranslations,,data_entry_218,,translation,""
uiTranslations,,data_entry_218,,hash,"0a8ff0"
uiTranslations,,data_entry_521,,translation,""
uiTranslations,,data_entry_521,,hash,"1fe1ec"
uiTranslations,,form_renderer_21,,translation,""
uiTranslations,,form_renderer_21,,hash,"4577fb"
uiTranslations,,data_entry_263,,translation,""
uiTranslations,,data_entry_263,,hash,"9aac6b"
uiTranslations,,survey_413,,translation,""
uiTranslations,,survey_413,,hash,"9d6446"
uiTranslations,,survey_1361,,translation,""
uiTranslations,,survey_1361,,hash,"648143"
uiTranslations,,survey_1362,,translation,""
uiTranslations,,survey_1362,,hash,"2fb56d"
uiTranslations,,survey_1363,,translation,""
uiTranslations,,survey_1363,,hash,"577519"
uiTranslations,,survey_649,,translation,""
uiTranslations,,survey_649,,hash,"fd770a"
uiTranslations,,survey_220,,translation,""
uiTranslations,,survey_220,,hash,"7a5cbb"
uiTranslations,,bottom_02,,translation,""
uiTranslations,,bottom_02,,hash,"6e78c9"
uiTranslations,,survey_278,,translation,""
uiTranslations,,survey_278,,hash,"005ada"
uiTranslations,,survey_628,,translation,""
uiTranslations,,survey_628,,hash,"ff0255"
uiTranslations,,survey_664,,translation,""
uiTranslations,,survey_664,,hash,"447421"
uiTranslations,,data_entry_181,,translation,""
uiTranslations,,data_entry_181,,hash,"41589d"
uiTranslations,,dataqueries_145,,translation,""
uiTranslations,,dataqueries_145,,hash,"b475d2"
uiTranslations,,survey_412,,translation,""
uiTranslations,,survey_412,,hash,"bb016e"
uiTranslations,,data_entry_503,,translation,""
uiTranslations,,data_entry_503,,hash,"f780f5"
uiTranslations,,grid_42,,translation,""
uiTranslations,,grid_42,,hash,"c48588"
uiTranslations,,data_entry_148,,translation,""
uiTranslations,,data_entry_148,,hash,"e2dbda"
uiTranslations,,data_entry_149,,translation,""
uiTranslations,,data_entry_149,,hash,"a6e560"
uiTranslations,,data_entry_150,,translation,""
uiTranslations,,data_entry_150,,hash,"b23060"
uiTranslations,,survey_1350,,translation,""
uiTranslations,,survey_1350,,hash,"aef77e"
uiTranslations,,grid_54,,translation,""
uiTranslations,,grid_54,,hash,"c57f8d"
uiTranslations,,grid_14,,translation,""
uiTranslations,,grid_14,,hash,"8bcbee"
uiTranslations,,grid_15,,translation,""
uiTranslations,,grid_15,,hash,"8fe09b"
uiTranslations,,grid_55,,translation,""
uiTranslations,,grid_55,,hash,"57e050"
uiTranslations,,data_entry_151,,translation,""
uiTranslations,,data_entry_151,,hash,"697672"
uiTranslations,,data_entry_572,,translation,""
uiTranslations,,data_entry_572,,hash,"73ef16"
uiTranslations,,data_entry_573,,translation,""
uiTranslations,,data_entry_573,,hash,"038a5c"
uiTranslations,,data_entry_574,,translation,""
uiTranslations,,data_entry_574,,hash,"9deae7"
uiTranslations,,control_center_4469,,translation,""
uiTranslations,,control_center_4469,,hash,"7febce"
uiTranslations,,survey_428,,translation,""
uiTranslations,,survey_428,,hash,"be2e2b"
uiTranslations,,survey_427,,translation,""
uiTranslations,,survey_427,,hash,"5aedee"
uiTranslations,,survey_426,,translation,""
uiTranslations,,survey_426,,hash,"5548ae"
uiTranslations,,data_entry_601,,translation,""
uiTranslations,,data_entry_601,,hash,"b444ad"
uiTranslations,,bottom_47,,translation,""
uiTranslations,,bottom_47,,hash,"0a60a9"
uiTranslations,,app_24,,translation,""
uiTranslations,,app_24,,hash,"667617"
uiTranslations,,invite_participants_01,,translation,""
uiTranslations,,invite_participants_01,,hash,"2d8932"
uiTranslations,,global_91,,translation,""
uiTranslations,,global_91,,hash,"1f7848"
uiTranslations,,bottom_60,,translation,""
uiTranslations,,bottom_60,,hash,"316615"
uiTranslations,,bottom_62,,translation,""
uiTranslations,,bottom_62,,hash,"934eff"
uiTranslations,,bottom_64,,translation,""
uiTranslations,,bottom_64,,hash,"83e13c"
uiTranslations,,bottom_72,,translation,""
uiTranslations,,bottom_72,,hash,"53753c"
uiTranslations,,bottom_73,,translation,""
uiTranslations,,bottom_73,,hash,"87a3a8"
uiTranslations,,bottom_63,,translation,""
uiTranslations,,bottom_63,,hash,"f78160"
uiTranslations,,global_238,,translation,""
uiTranslations,,global_238,,hash,"ff259d"
uiTranslations,,bottom_23,,translation,""
uiTranslations,,bottom_23,,hash,"e1d187"
uiTranslations,,edit_project_29,,translation,""
uiTranslations,,edit_project_29,,hash,"3894e5"
uiTranslations,,data_entry_202,,translation,""
uiTranslations,,data_entry_202,,hash,"7659a1"
uiTranslations,,data_export_tool_158,,translation,""
uiTranslations,,data_export_tool_158,,hash,"ba476a"
uiTranslations,,data_entry_542,,translation,""
uiTranslations,,data_entry_542,,hash,"e8a289"
uiTranslations,,data_entry_543,,translation,""
uiTranslations,,data_entry_543,,hash,"07d591"
uiTranslations,,data_entry_544,,translation,""
uiTranslations,,data_entry_544,,hash,"307b85"
uiTranslations,,data_entry_545,,translation,""
uiTranslations,,data_entry_545,,hash,"b9530c"
uiTranslations,,data_entry_546,,translation,""
uiTranslations,,data_entry_546,,hash,"5d543d"
uiTranslations,,data_entry_599,,translation,""
uiTranslations,,data_entry_599,,hash,"782cd9"
uiTranslations,,data_entry_547,,translation,""
uiTranslations,,data_entry_547,,hash,"381077"
uiTranslations,,data_entry_548,,translation,""
uiTranslations,,data_entry_548,,hash,"422be2"
uiTranslations,,data_entry_549,,translation,""
uiTranslations,,data_entry_549,,hash,"ce1730"
uiTranslations,,data_entry_556,,translation,""
uiTranslations,,data_entry_556,,hash,"6218a0"
uiTranslations,,data_entry_550,,translation,""
uiTranslations,,data_entry_550,,hash,"932c7b"
uiTranslations,,data_entry_551,,translation,""
uiTranslations,,data_entry_551,,hash,"768068"
uiTranslations,,data_entry_552,,translation,""
uiTranslations,,data_entry_552,,hash,"65ee11"
uiTranslations,,data_entry_553,,translation,""
uiTranslations,,data_entry_553,,hash,"b94d13"
uiTranslations,,data_entry_554,,translation,""
uiTranslations,,data_entry_554,,hash,"9fc8cc"
uiTranslations,,data_entry_555,,translation,""
uiTranslations,,data_entry_555,,hash,"ce638d"
uiTranslations,,data_entry_557,,translation,""
uiTranslations,,data_entry_557,,hash,"990a7a"
uiTranslations,,data_entry_558,,translation,""
uiTranslations,,data_entry_558,,hash,"b579a5"
uiTranslations,,grid_51,,translation,""
uiTranslations,,grid_51,,hash,"104896"
uiTranslations,,data_entry_315,,translation,""
uiTranslations,,data_entry_315,,hash,"535390"
uiTranslations,,data_entry_313,,translation,""
uiTranslations,,data_entry_313,,hash,"34c34b"
uiTranslations,,data_entry_314,,translation,""
uiTranslations,,data_entry_314,,hash,"485582"
uiTranslations,,data_entry_425,,translation,""
uiTranslations,,data_entry_425,,hash,"6c4b13"
uiTranslations,,data_entry_323,,translation,""
uiTranslations,,data_entry_323,,hash,"46c669"
uiTranslations,,data_entry_564,,translation,""
uiTranslations,,data_entry_564,,hash,"c36a02"
uiTranslations,,data_entry_316,,translation,""
uiTranslations,,data_entry_316,,hash,"1b01cc"
uiTranslations,,data_entry_288,,translation,""
uiTranslations,,data_entry_288,,hash,"8b207f"
uiTranslations,,data_entry_289,,translation,""
uiTranslations,,data_entry_289,,hash,"3f18ca"
uiTranslations,,data_entry_292,,translation,""
uiTranslations,,data_entry_292,,hash,"2a7005"
uiTranslations,,data_entry_210,,translation,""
uiTranslations,,data_entry_210,,hash,"881c48"
uiTranslations,,data_entry_275,,translation,""
uiTranslations,,data_entry_275,,hash,"a1fa09"
uiTranslations,,data_entry_276,,translation,""
uiTranslations,,data_entry_276,,hash,"660eca"
uiTranslations,,data_entry_409,,translation,""
uiTranslations,,data_entry_409,,hash,"0dfda4"
uiTranslations,,data_entry_410,,translation,""
uiTranslations,,data_entry_410,,hash,"9cd1d5"
uiTranslations,,data_entry_212,,translation,""
uiTranslations,,data_entry_212,,hash,"4da907"
uiTranslations,,data_entry_287,,translation,""
uiTranslations,,data_entry_287,,hash,"56e133"
uiTranslations,,data_entry_291,,translation,""
uiTranslations,,data_entry_291,,hash,"64b6fc"
uiTranslations,,data_entry_290,,translation,""
uiTranslations,,data_entry_290,,hash,"98c4f5"
uiTranslations,,data_entry_266,,translation,""
uiTranslations,,data_entry_266,,hash,"9a37bd"
uiTranslations,,data_entry_243,,translation,""
uiTranslations,,data_entry_243,,hash,"1504ab"
uiTranslations,,data_entry_239,,translation,""
uiTranslations,,data_entry_239,,hash,"4d34ae"
uiTranslations,,data_entry_241,,translation,""
uiTranslations,,data_entry_241,,hash,"077957"
uiTranslations,,data_entry_559,,translation,""
uiTranslations,,data_entry_559,,hash,"8d73db"
uiTranslations,,data_entry_190,,translation,""
uiTranslations,,data_entry_190,,hash,"b26bbd"
uiTranslations,,data_entry_234,,translation,""
uiTranslations,,data_entry_234,,hash,"02eaec"
uiTranslations,,data_entry_560,,translation,""
uiTranslations,,data_entry_560,,hash,"582020"
uiTranslations,,data_entry_561,,translation,""
uiTranslations,,data_entry_561,,hash,"893055"
uiTranslations,,data_entry_235,,translation,""
uiTranslations,,data_entry_235,,hash,"eecd25"
uiTranslations,,data_entry_603,,translation,""
uiTranslations,,data_entry_603,,hash,"e89d61"
uiTranslations,,data_entry_68,,translation,""
uiTranslations,,data_entry_68,,hash,"0115ea"
uiTranslations,,data_entry_69,,translation,""
uiTranslations,,data_entry_69,,hash,"3b49f3"
uiTranslations,,data_entry_70,,translation,""
uiTranslations,,data_entry_70,,hash,"66fe12"
uiTranslations,,report_builder_28,,translation,""
uiTranslations,,report_builder_28,,hash,"fa2984"
uiTranslations,,data_entry_507,,translation,""
uiTranslations,,data_entry_507,,hash,"43ddb3"
uiTranslations,,data_entry_508,,translation,""
uiTranslations,,data_entry_508,,hash,"43e289"
uiTranslations,,data_entry_509,,translation,""
uiTranslations,,data_entry_509,,hash,"a6596f"
uiTranslations,,data_entry_510,,translation,""
uiTranslations,,data_entry_510,,hash,"61b0c3"
uiTranslations,,data_entry_511,,translation,""
uiTranslations,,data_entry_511,,hash,"96a35b"
uiTranslations,,data_entry_512,,translation,""
uiTranslations,,data_entry_512,,hash,"68cbde"
uiTranslations,,data_entry_513,,translation,""
uiTranslations,,data_entry_513,,hash,"084720"
uiTranslations,,data_entry_514,,translation,""
uiTranslations,,data_entry_514,,hash,"4aac6d"
uiTranslations,,data_entry_515,,translation,""
uiTranslations,,data_entry_515,,hash,"7afeed"
uiTranslations,,data_entry_516,,translation,""
uiTranslations,,data_entry_516,,hash,"9c87d7"
uiTranslations,,data_entry_517,,translation,""
uiTranslations,,data_entry_517,,hash,"c80625"
uiTranslations,,missing_data_mdc_ni,,translation,""
uiTranslations,,missing_data_mdc_ni,,hash,"c2b552"
uiTranslations,,missing_data_mdc_inv,,translation,""
uiTranslations,,missing_data_mdc_inv,,hash,"54e07a"
uiTranslations,,missing_data_mdc_unk,,translation,""
uiTranslations,,missing_data_mdc_unk,,hash,"bc7819"
uiTranslations,,missing_data_mdc_nask,,translation,""
uiTranslations,,missing_data_mdc_nask,,hash,"4b8b02"
uiTranslations,,missing_data_mdc_asku,,translation,""
uiTranslations,,missing_data_mdc_asku,,hash,"118cf0"
uiTranslations,,missing_data_mdc_nav,,translation,""
uiTranslations,,missing_data_mdc_nav,,hash,"88f0e1"
uiTranslations,,missing_data_mdc_msk,,translation,""
uiTranslations,,missing_data_mdc_msk,,hash,"3c7ede"
uiTranslations,,missing_data_mdc_na,,translation,""
uiTranslations,,missing_data_mdc_na,,hash,"67c4d0"
uiTranslations,,missing_data_mdc_navu,,translation,""
uiTranslations,,missing_data_mdc_navu,,hash,"d1a17a"
uiTranslations,,missing_data_mdc_np,,translation,""
uiTranslations,,missing_data_mdc_np,,hash,"c5ddd9"
uiTranslations,,missing_data_mdc_qs,,translation,""
uiTranslations,,missing_data_mdc_qs,,hash,"cb3390"
uiTranslations,,missing_data_mdc_qi,,translation,""
uiTranslations,,missing_data_mdc_qi,,hash,"8f2ec7"
uiTranslations,,missing_data_mdc_trc,,translation,""
uiTranslations,,missing_data_mdc_trc,,hash,"2f3816"
uiTranslations,,missing_data_mdc_unc,,translation,""
uiTranslations,,missing_data_mdc_unc,,hash,"98b63d"
uiTranslations,,missing_data_mdc_der,,translation,""
uiTranslations,,missing_data_mdc_der,,hash,"051996"
uiTranslations,,missing_data_mdc_pinf,,translation,""
uiTranslations,,missing_data_mdc_pinf,,hash,"d3d1ce"
uiTranslations,,missing_data_mdc_ninf,,translation,""
uiTranslations,,missing_data_mdc_ninf,,hash,"075388"
uiTranslations,,missing_data_mdc_oth,,translation,""
uiTranslations,,missing_data_mdc_oth,,hash,"6e6a6f"
uiTranslations,,missing_data_04,,translation,""
uiTranslations,,missing_data_04,,hash,"38e111"
uiTranslations,,missing_data_03,,translation,""
uiTranslations,,missing_data_03,,hash,"1c1e2f"
uiTranslations,,missing_data_01,,translation,""
uiTranslations,,missing_data_01,,hash,"639986"
uiTranslations,,missing_data_02,,translation,""
uiTranslations,,missing_data_02,,hash,"584df6"
uiTranslations,,data_entry_279,,translation,""
uiTranslations,,data_entry_279,,hash,"f5a064"
uiTranslations,,data_entry_527,,translation,""
uiTranslations,,data_entry_527,,hash,"361ba1"
uiTranslations,,data_entry_280,,translation,""
uiTranslations,,data_entry_280,,hash,"5e2d06"
uiTranslations,,data_entry_528,,translation,""
uiTranslations,,data_entry_528,,hash,"b0d402"
uiTranslations,,data_entry_84,,translation,""
uiTranslations,,data_entry_84,,hash,"e18504"
uiTranslations,,data_entry_85,,translation,""
uiTranslations,,data_entry_85,,hash,"0081e5"
uiTranslations,,config_functions_52,,translation,""
uiTranslations,,config_functions_52,,hash,"0e65e0"
uiTranslations,,config_functions_53,,translation,""
uiTranslations,,config_functions_53,,hash,"1a879d"
uiTranslations,,config_functions_54,,translation,""
uiTranslations,,config_functions_54,,hash,"fb953e"
uiTranslations,,config_functions_55,,translation,""
uiTranslations,,config_functions_55,,hash,"99e522"
uiTranslations,,config_functions_56,,translation,""
uiTranslations,,config_functions_56,,hash,"35affc"
uiTranslations,,config_functions_57,,translation,""
uiTranslations,,config_functions_57,,hash,"3960ea"
uiTranslations,,config_functions_58,,translation,""
uiTranslations,,config_functions_58,,hash,"fd01a9"
uiTranslations,,config_functions_59,,translation,""
uiTranslations,,config_functions_59,,hash,"f54866"
uiTranslations,,config_functions_60,,translation,""
uiTranslations,,config_functions_60,,hash,"5a15be"
uiTranslations,,config_functions_61,,translation,""
uiTranslations,,config_functions_61,,hash,"b9031b"
uiTranslations,,config_functions_62,,translation,""
uiTranslations,,config_functions_62,,hash,"3444f5"
uiTranslations,,config_functions_77,,translation,""
uiTranslations,,config_functions_77,,hash,"c2e7e7"
uiTranslations,,global_287,,translation,""
uiTranslations,,global_287,,hash,"37d6b1"
uiTranslations,,survey_681,,translation,""
uiTranslations,,survey_681,,hash,"89b209"
uiTranslations,,config_functions_94,,translation,""
uiTranslations,,config_functions_94,,hash,"1681fd"
uiTranslations,,data_entry_433,,translation,""
uiTranslations,,data_entry_433,,hash,"0a0425"
uiTranslations,,data_entry_529,,translation,""
uiTranslations,,data_entry_529,,hash,"96c146"
uiTranslations,,data_entry_72,,translation,""
uiTranslations,,data_entry_72,,hash,"eda97c"
uiTranslations,,data_entry_73,,translation,""
uiTranslations,,data_entry_73,,hash,"9e5889"
uiTranslations,,data_entry_74,,translation,""
uiTranslations,,data_entry_74,,hash,"2278b3"
uiTranslations,,data_entry_76,,translation,""
uiTranslations,,data_entry_76,,hash,"cec648"
uiTranslations,,design_401,,translation,""
uiTranslations,,design_401,,hash,"d54455"
uiTranslations,,data_entry_423,,translation,""
uiTranslations,,data_entry_423,,hash,"863467"
uiTranslations,,data_entry_424,,translation,""
uiTranslations,,data_entry_424,,hash,"2daa2e"
uiTranslations,,data_entry_271,,translation,""
uiTranslations,,data_entry_271,,hash,"b9a5f6"
uiTranslations,,data_entry_272,,translation,""
uiTranslations,,data_entry_272,,hash,"289307"
uiTranslations,,data_entry_530,,translation,""
uiTranslations,,data_entry_530,,hash,"2e8246"
uiTranslations,,data_entry_421,,translation,""
uiTranslations,,data_entry_421,,hash,"b372be"
uiTranslations,,data_entry_105,,translation,""
uiTranslations,,data_entry_105,,hash,"ad7708"
uiTranslations,,data_entry_575,,translation,""
uiTranslations,,data_entry_575,,hash,"a1e564"
uiTranslations,,data_entry_576,,translation,""
uiTranslations,,data_entry_576,,hash,"dd842b"
uiTranslations,,_valtype_alpha_only,,translation,""
uiTranslations,,_valtype_alpha_only,,hash,"fff613"
uiTranslations,,_valtype_date_dmy,,translation,""
uiTranslations,,_valtype_date_dmy,,hash,"e3482b"
uiTranslations,,_valtype_date_mdy,,translation,""
uiTranslations,,_valtype_date_mdy,,hash,"83ef82"
uiTranslations,,_valtype_date_ymd,,translation,""
uiTranslations,,_valtype_date_ymd,,hash,"b02810"
uiTranslations,,_valtype_datetime_dmy,,translation,""
uiTranslations,,_valtype_datetime_dmy,,hash,"120439"
uiTranslations,,_valtype_datetime_mdy,,translation,""
uiTranslations,,_valtype_datetime_mdy,,hash,"aec1c3"
uiTranslations,,_valtype_datetime_seconds_dmy,,translation,""
uiTranslations,,_valtype_datetime_seconds_dmy,,hash,"eb5ede"
uiTranslations,,_valtype_datetime_seconds_mdy,,translation,""
uiTranslations,,_valtype_datetime_seconds_mdy,,hash,"296ab3"
uiTranslations,,_valtype_datetime_seconds_ymd,,translation,""
uiTranslations,,_valtype_datetime_seconds_ymd,,hash,"c53cc4"
uiTranslations,,_valtype_datetime_ymd,,translation,""
uiTranslations,,_valtype_datetime_ymd,,hash,"eb9c98"
uiTranslations,,_valtype_email,,translation,""
uiTranslations,,_valtype_email,,hash,"84add5"
uiTranslations,,_valtype_integer,,translation,""
uiTranslations,,_valtype_integer,,hash,"9edcff"
uiTranslations,,_valtype_number,,translation,""
uiTranslations,,_valtype_number,,hash,"b7baa1"
uiTranslations,,_valtype_number_1dp,,translation,""
uiTranslations,,_valtype_number_1dp,,hash,"c9a83e"
uiTranslations,,_valtype_number_1dp_comma_decimal,,translation,""
uiTranslations,,_valtype_number_1dp_comma_decimal,,hash,"d523e3"
uiTranslations,,_valtype_number_2dp,,translation,""
uiTranslations,,_valtype_number_2dp,,hash,"26f763"
uiTranslations,,_valtype_number_2dp_comma_decimal,,translation,""
uiTranslations,,_valtype_number_2dp_comma_decimal,,hash,"2ff780"
uiTranslations,,_valtype_phone,,translation,""
uiTranslations,,_valtype_phone,,hash,"cc3838"
uiTranslations,,_valtype_time,,translation,""
uiTranslations,,_valtype_time,,hash,"ee5fc6"
uiTranslations,,_valtype_time_hh_mm_ss,,translation,""
uiTranslations,,_valtype_time_hh_mm_ss,,hash,"33e3e6"
uiTranslations,,_valtype_time_mm_ss,,translation,""
uiTranslations,,_valtype_time_mm_ss,,hash,"0ea7dc"
uiTranslations,,_valtype_vmrn,,translation,""
uiTranslations,,_valtype_vmrn,,hash,"9bc3fa"
uiTranslations,,_valtype_zipcode,,translation,""
uiTranslations,,_valtype_zipcode,,hash,"bdd762"
uiOptions,,paging_symbols,,value,0
uiOptions,,submit_symbol,,value,0
fieldTranslations,label,record_id,,hash,"4686c9"
fieldTranslations,label,record_id,,translation,""
fieldTranslations,label,dd_version,,hash,"30af07"
fieldTranslations,label,dd_version,,translation,""
fieldTranslations,label,survey_logo_english,,hash,"45c6e7"
fieldTranslations,label,survey_logo_english,,translation,""
fieldTranslations,label,survey_logo_spanish,,hash,"45c6e7"
fieldTranslations,label,survey_logo_spanish,,translation,""
fieldTranslations,label,languages,,hash,"506ccb"
fieldTranslations,label,languages,,translation,""
fieldTranslations,enum,languages,1,hash,"649df0"
fieldTranslations,enum,languages,1,translation,""
fieldTranslations,enum,languages,2,hash,"2001ca"
fieldTranslations,enum,languages,2,translation,""
fieldTranslations,label,survey_datetime,,hash,"141007"
fieldTranslations,label,survey_datetime,,translation,""
fieldTranslations,label,welcome_rpps_s,,hash,"eb84a2"
